comments,process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
আপু তোমাকে বিদেশি গরুর মতো লাকতাছে  বিদেশি গরু চোদানি খান,আপু তোমাকে বিদেশি গরুর মতো লাকতাছে  বিদেশি গরু চোদানি খান,আপু তোমাকে বিদেশি গরুর মতো লাকতাছে  বিদেশি গরু চোদানি খান,আপু তোমাকে বিদেশি গরুর মতো লাকতাছে  বিদেশি গরু চোদানি খান,0,1,0,0,1,0,Abusive,Bullying
সালা পাগল হিন্দু রা বাংলাদেশে যেভাবে শান্তিতে থাকে ভারতেও এভাবে থাকে না,সালা পাগল হিন্দু রা বাংলাদেশে যেভাবে শান্তিতে থাকে ভারতেও এভাবে থাকে না,সালা পাগল হিন্দু রা বাংলাদেশে যেভাবে শান্তিতে থাকে ভারতেও এভাবে থাকে না,সালা পাগল হিন্দু রা বাংলাদেশে যেভাবে শান্তিতে থাকে ভারতেও এভাবে থাকে না,0,1,0,0,1,0,Abusive,Bullying
বাচ্চা পেটে তারপরও বেহায়াপনা কমে নাই 😡😡,বাচ্চা পেটে তারপরও বেহায়াপনা কমে নাই 😡😡,বাচ্চা পেটে তারপরও বেহায়াপনা কমে নাই 😡😡,বাচ্চা পেটে তারপরও বেহায়াপনা কমে নাই ,43,1,0,2,1,0,Aggressive,Bullying
তাহলে কি ভাবে আছেন আপনি ক্ষমতায়,তাহলে কি ভাবে আছেন আপনি ক্ষমতায়,তাহলে কি ভাবে আছেন আপনি ক্ষমতায়,তাহলে কি ভাবে আছেন আপনি ক্ষমতায়,0,1,0,0,0,0,Aggressive,Bullying
সত্যি চোখের পানি ধরে রাখতে পারলাম না,সত্যি চোখের পানি ধরে রাখতে পারলাম না,সত্যি চোখের পানি ধরে রাখতে পারলাম না,সত্যি চোখের পানি ধরে রাখতে পারলাম না,0,1,0,0,0,1,Sad,Nonbullying
এই ধরনের মহিলাকে কিছু ই দিতে নেই,এই ধরনের মহিলাকে কিছু ই দিতে নেই,এই ধরনের মহিলাকে কিছু ই দিতে নেই,এই ধরনের মহিলাকে কিছু ই দিতে নেই,0,1,0,0,0,0,Normal_comment,Neutral
de sesh kore malanunder,de sesh kore malanunder,de sesh kore malanunder,de sesh kore malanunder,0,1,0,0,0,0,Abusive,Bullying
khankir pola rohingara bangladeshe dhukle ki tor kno somossha,khankir pola rohingara bangladeshe dhukle ki tor kno somossha,khankir pola rohingara bangladeshe dhukle ki tor kno somossha,khankir pola rohingara bangladeshe dhukle ki tor kno somossha,0,1,0,0,1,0,Aggressive,Bullying
 শালা মালাউন মরন কে সরন করে তওবা পরে নে , শালা মালাউন মরন কে সরন করে তওবা পরে নে ,শালা মালাউন মরন কে সরন করে তওবা পরে নে,শালা মালাউন মরন কে সরন করে তওবা পরে নে,0,1,0,0,2,0,Abusive,Bullying
just chillay heshe dichi 😆 ekdom uchit hoiche 😆😆,just chillay heshe dichi 😆 ekdom uchit hoiche 😆😆,just chillay heshe dichi 😆 ekdom uchit hoiche 😆😆,just chillay heshe dichi  ekdom uchit hoiche ,1,1,0,3,0,0,Happy,Nonbullying
রানু মণ্ডল কে দিয়ে গান নয় আবাসিক হোটেল চলা দরকার,রানু মণ্ডল কে দিয়ে গান নয় আবাসিক হোটেল চলা দরকার,রানু মণ্ডল কে দিয়ে গান নয় আবাসিক হোটেল চলা দরকার,রানু মণ্ডল কে দিয়ে গান নয় আবাসিক হোটেল চলা দরকার,2,1,0,0,0,0,Normal_comment,Neutral
nice bro wow,nice bro wow,nice bro wow,nice bro wow,0,1,0,0,0,2,Supportive,Nonbullying
ey noshta nirlozzo behaya mohilat kobe morbe hey asha kori,ey noshta nirlozzo behaya mohilat kobe morbe hey asha kori,ey noshta nirlozzo behaya mohilat kobe morbe hey asha kori,ey noshta nirlozzo behaya mohilat kobe morbe hey asha kori,0,1,0,0,4,0,Abusive,Bullying
as jjds l sdf $% ,as jjds l sdf  ,as jjds l sdf,as jjds l sdf,0,1,2,0,0,0,Meaningless,Neutral
শেষের কথাগুলো মন ছুঁয়ে গেছে ❤️💖❤️💖❤️💖❤️,শেষের কথাগুলো মন ছুঁয়ে গেছে ❤️💖❤️💖❤️💖❤️,শেষের কথাগুলো মন ছুঁয়ে গেছে ❤️💖❤️💖❤️💖❤️,শেষের কথাগুলো মন ছুঁয়ে গেছে ,2,1,0,7,0,0,Happy,Nonbullying
"ফালতু, মিডিয়",ফালতু মিডিয়,ফালতু মিডিয়,ফালতু মিডিয়,0,1,1,0,1,0,Aggressive,Bullying
নিজেকে তাদের জায়গায় কল্পনা করছি কেমনে সহ্য করবে তারা তাদের ফ্যামিলির সদস্য না হয়েও সহ্য করতে পারছি না,নিজেকে তাদের জায়গায় কল্পনা করছি কেমনে সহ্য করবে তারা তাদের ফ্যামিলির সদস্য না হয়েও সহ্য করতে পারছি না,নিজেকে তাদের জায়গায় কল্পনা করছি কেমনে সহ্য করবে তারা তাদের ফ্যামিলির সদস্য না হয়েও সহ্য করতে পারছি না,নিজেকে তাদের জায়গায় কল্পনা করছি কেমনে সহ্য করবে তারা তাদের ফ্যামিলির সদস্য না হয়েও সহ্য করতে পারছি না,6,1,0,0,0,0,Sad,Nonbullying
আমাদের দেশে৷ তো৷ কোনো বিচার নাই,আমাদের দেশে৷ তো৷ কোনো বিচার নাই,আমাদের দেশে৷ তো৷ কোনো বিচার নাই,আমাদের দেশে৷ তো৷ কোনো বিচার নাই,0,1,0,0,0,0,Sad,Nonbullying
😆😆😆😆😆😆.. একদম. ঠিক.. শালা.. আমারও .,😆😆😆😆😆😆 একদম ঠিক শালা আমারও ,😆😆😆😆😆😆 একদম ঠিক শালা আমারও, একদম ঠিক শালা আমারও,0,1,8,6,1,0,Aggressive,Bullying
darun 😘😘😘😘,darun 😘😘😘😘,darun 😘😘😘😘,darun ,0,1,0,4,0,1,Supportive,Nonbullying
apu oto rastar e cele 😁😁😁,apu oto rastar e cele 😁😁😁,apu oto rastar e cele 😁😁😁,apu oto rastar e cele ,0,1,0,3,0,0,Aggressive,Bullying
tomra bhison behaya ei pagaltake nie porecho vdo banabar jonyo,tomra bhison behaya ei pagaltake nie porecho vdo banabar jonyo,tomra bhison behaya ei pagaltake nie porecho vdo banabar jonyo,tomra bhison behaya ei pagaltake nie porecho vdo banabar jonyo,0,1,0,0,1,0,Normal_comment,Neutral
কি আর বলব বলার কিছুই নাই,কি আর বলব বলার কিছুই নাই,কি আর বলব বলার কিছুই নাই,কি আর বলব বলার কিছুই নাই,0,1,0,0,0,0,Normal_comment,Neutral
apu tmr kanna dekhy ami r thakty parlamna ,apu tmr kanna dekhy ami r thakty parlamna ,apu tmr kanna dekhy ami r thakty parlamna,apu tmr kanna dekhy ami r thakty parlamna,0,1,0,0,0,1,Sad,Nonbullying
চোখে পানি ধরে রাখার মতো না😭🥺😥 হে আল্লাহ আপনি সহায় হন ,চোখে পানি ধরে রাখার মতো না😭🥺😥 হে আল্লাহ আপনি সহায় হন ,চোখে পানি ধরে রাখার মতো না😭🥺😥 হে আল্লাহ আপনি সহায় হন,চোখে পানি ধরে রাখার মতো না হে আল্লাহ আপনি সহায় হন,3,1,0,3,0,1,Sad,Nonbullying
very very funny 😁😁😁,very very funny 😁😁😁,very very funny 😁😁😁,very very funny ,0,1,0,3,0,3,Happy,Nonbullying
আহারে অনেক কষ্ট হচ্ছে 😭😭,আহারে অনেক কষ্ট হচ্ছে 😭😭,আহারে অনেক কষ্ট হচ্ছে 😭😭,আহারে অনেক কষ্ট হচ্ছে ,4,1,0,2,0,2,Sad,Nonbullying
jokes of the year,jokes of the year,jokes of the year,jokes of the year,0,1,0,0,0,0,Normal_comment,Neutral
Tumar jonno onek doua ar valobasha,tumar jonno onek doua ar valobasha,tumar jonno onek doua ar valobasha,tumar jonno onek doua ar valobasha,0,1,0,0,0,0,Supportive,Nonbullying
পৃথিবীর প্রত্যেক মানুষ তার অবস্তান এবং শিক্ষা অনুযায়ি ব্যাবহার করে,পৃথিবীর প্রত্যেক মানুষ তার অবস্তান এবং শিক্ষা অনুযায়ি ব্যাবহার করে,পৃথিবীর প্রত্যেক মানুষ তার অবস্তান এবং শিক্ষা অনুযায়ি ব্যাবহার করে,পৃথিবীর প্রত্যেক মানুষ তার অবস্তান এবং শিক্ষা অনুযায়ি ব্যাবহার করে,1,1,0,0,0,0,Normal_comment,Nonbullying
joto sohoje onner bow k nijer bow bania felecho!,joto sohoje onner bow k nijer bow bania felecho!,joto sohoje onner bow k nijer bow bania felecho!,joto sohoje onner bow k nijer bow bania felecho!,177,1,1,0,0,0,Aggressive,Bullying
ভাই love you,ভাই love you,ভাই love you,ভাই love you,1,1,0,0,0,1,Supportive,Nonbullying
এই সব জানোয়ারদের জ্যান্ত পুড়িয়ে মারা উচিৎ,এই সব জানোয়ারদের জ্যান্ত পুড়িয়ে মারা উচিৎ,এই সব জানোয়ারদের জ্যান্ত পুড়িয়ে মারা উচিৎ,এই সব জানোয়ারদের জ্যান্ত পুড়িয়ে মারা উচিৎ,0,1,0,0,0,0,Aggressive,Bullying
