process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
babar 100 borso ujjapon er jonno koti koti tk nosto korte pare kintu bonnai doba osohai manush der jonno 30 lokkho tk diyeca jekhane manus e ace 40 lak,babar 100 borso ujjapon ar jonno koti koti tk nosto korte pare kintu bonnai doba osohai manush der jonno 30 lokkho tk diyeca jekhane manus e ace 40 lak,babar 100 borso ujjapon ar jonno koti koti tk nosto korte pare kintu bonnai doba osohai manush der jonno 30 lokkho tk diyeca jekhane manus e ace 40 lak,0,1,0,0,1,0,Normal_comment,Nonbullying
কিছু খায়ছে,কিছু খায়ছে,কিছু খায়ছে,0,1,0,0,0,0,Normal_comment,Nonbullying
aw taw  ga ato karap or bap koto boro hatlar calo acoly bangalar manuc ow comaw or bap mogip k tik cany falcy ti morcy,aw taw  ga ato karap or bap koto boro hatlar calo acoly bangalar manuc ow comaw or bap mogip k tik cany falcy ti morcy,aw taw  ga ato karap or bap koto boro hatlar calo acoly bangalar manuc ow comaw or bap mogip k tik cany falcy ti morcy,0,1,0,0,0,0,Aggressive,Bullying
tur teknik akhon sovai buje,tur teknik akhon sovai buje,tur teknik akhon sovai buje,0,1,2,0,0,0,Normal_comment,Nonbullying
hasina re juta pita kor,hasina re juta pita kor,hasina re juta pita kor,0,1,0,0,1,0,Aggressive,Bullying
amar necrir money jalao axe,amar necrir money jalao axe,amar necrir money jalao axe,0,1,0,0,0,0,Normal_comment,Nonbullying
মাথায় সমস্যা আছে,মাথায় সমস্যা আছে,মাথায় সমস্যা আছে,0,1,2,0,0,0,Aggressive,Bullying
lojja thaka dorkar,lojja thaka dorkar,lojja thaka dorkar,1,1,0,0,1,0,Normal_comment,Nonbullying
কি বলি আর,কি বলি আর,কি বলি আর,0,1,0,0,0,0,Normal_comment,Nonbullying
digital bangladesh harikel shula ei sober kota keno babbo,digital bangladesh harikel shula ei sober kota keno babbo,digital bangladesh harikel shula ei sober kota keno babbo,0,1,0,0,0,0,Normal_comment,Nonbullying
nowka  tor cata daw bor,nowka  tor cata daw bor,nowka  tor cata daw bor,0,1,0,0,0,0,Meaningless,Nonbullying
sehek hasina noty,sehek hasina noty,sehek hasina noty,0,1,0,0,1,0,Normal_comment,Nonbullying
namrud ka poida,namrud ka poida,namrud ka poida,0,1,0,0,1,0,Aggressive,Bullying
hedar news eta,hedar news eta,hedar news eta,1,1,1,0,0,0,Aggressive,Bullying
bangladesh a pochavarot a tazaare e nam joya hasan toshavarot jaiya banai se basha😘bangladesh a ganda mal joya hasan ke khai naaaha re😥,bangladesh a pochavarot a tazaare e nam joya hasan toshavarot jaiya banai se basha😘bangladesh a ganda mal joya hasan ke khai naaaha re😥,bangladesh a pochavarot a tazaare e nam joya hasan toshavarot jaiya banai se bashabangladesh a ganda mal joya hasan ke khai naaaha re,3,1,17,2,1,0,Aggressive,Bullying
সত্য কথা বলেছেন।,সত্য কথা বলেছেন।,সত্য কথা বলেছেন।,0,1,0,0,0,0,Normal_comment,Nonbullying
খাবা এখানে কাম দিবা ওখানে দিদি রা আর তোমরা দিদিরা এখন জা দেখাস দিদিরা ভালোই লাগছে,খাবা এখানে কাম দিবা ওখানে দিদি রা আর তোমরা দিদিরা এখন জা দেখাস দিদিরা ভালোই লাগছে,খাবা এখানে কাম দিবা ওখানে দিদি রা আর তোমরা দিদিরা এখন জা দেখাস দিদিরা ভালোই লাগছে,1,1,0,0,0,0,Normal_comment,Nonbullying
বুড়া বেডি আবার ঘি!!!!!,বুড়া বেডি আবার ঘি!!!!!,বুড়া বেডি আবার ঘি!!!!!,3,1,5,0,0,0,Aggressive,Bullying
right tobe tmi boro bessa,right tobe tmi boro bessa,right tobe tmi boro bessa,3,1,0,0,0,0,Abusive,Bullying
joyaauntyy 😍🥰,joyaauntyy 😍🥰,joyaauntyy ,1,1,5,2,0,0,Normal_comment,Nonsensical
নানি জাতে উঠছে মনে হয় 😜,নানি জাতে উঠছে মনে হয় 😜,নানি জাতে উঠছে মনে হয় ,4,1,0,1,0,0,Normal_comment,Nonbullying
তার রেট খাট কাঁপানো ভারতীয় পরীচালকদের,তার রেট খাট কাঁপানো ভারতীয় পরীচালকদের,তার রেট খাট কাঁপানো ভারতীয় পরীচালকদের,0,1,0,0,0,0,Abusive,Bullying
ওখানে কাপড় খুলতে পাড়ে যে,ওখানে কাপড় খুলতে পাড়ে যে,ওখানে কাপড় খুলতে পাড়ে যে,1,1,0,0,0,0,Abusive,Bullying
indian dada babura kn tmr jonno pagol seta sbi buje anty,indian dada babura kn tmr jonno pagol seta sbi buje anty,indian dada babura kn tmr jonno pagol seta sbi buje anty,2,1,0,0,0,1,Normal_comment,Nonbullying
ভাতারের খেয়ে ন্যাংয়ের গীত গাওয়া,ভাতারের খেয়ে ন্যাংয়ের গীত গাওয়া,ভাতারের খেয়ে ন্যাংয়ের গীত গাওয়া,9,1,0,0,0,0,Abusive,Bullying
ওখানে সব খুলে দেও তাই তোমার কদর বেশী,ওখানে সব খুলে দেও তাই তোমার কদর বেশী,ওখানে সব খুলে দেও তাই তোমার কদর বেশী,15,1,0,0,0,0,Abusive,Bullying
indian  agent heti,indian  agent heti,indian  agent heti,1,1,0,0,0,0,Normal_comment,Nonbullying
যতদিন টাইট আছে ততদিন দাম আছে তোর,যতদিন টাইট আছে ততদিন দাম আছে তোর,যতদিন টাইট আছে ততদিন দাম আছে তোর,6,1,0,0,0,0,Abusive,Bullying
তাহার গায়ে তসলিমা নাসরিনের গন্ধ পাচ্ছি,তাহার গায়ে তসলিমা নাসরিনের গন্ধ পাচ্ছি,তাহার গায়ে তসলিমা নাসরিনের গন্ধ পাচ্ছি,3,1,0,0,0,0,Normal_comment,Nonbullying
যা বাংলাদেশে চলে না তা ভারতে চলে মজার বিষয় যেমন মিথিলা,যা বাংলাদেশে চলে না তা ভারতে চলে মজার বিষয় যেমন মিথিলা,যা বাংলাদেশে চলে না তা ভারতে চলে মজার বিষয় যেমন মিথিলা,3,1,2,0,0,0,Normal_comment,Nonbullying
tmi faul,tmi faul,tmi faul,1,1,0,0,1,0,Aggressive,Bullying
kmn dekha jay bedire,kmn dekha jay bedire,kmn dekha jay bedire,1,1,0,0,0,0,Normal_comment,Nonbullying
osadaron akta natok onek sundor hoise,osadaron akta natok onek sundor hoise,osadaron akta natok onek sundor hoise,1,1,0,0,0,1,Supportive,Nonbullying
অসাধারণ ভাই,অসাধারণ ভাই,অসাধারণ ভাই,5,1,0,0,0,0,Supportive,Nonbullying
এই না হল আমার মিতা।,এই না হল আমার মিতা।,এই না হল আমার মিতা।,6,1,0,0,0,0,Supportive,Nonbullying
pgol coda,pgol coda,pgol coda,4,1,0,0,0,0,Abusive,Bullying
ফালতু এটা কোনো নাটকের পর্যায়েই পরে না,ফালতু এটা কোনো নাটকের পর্যায়েই পরে না,ফালতু এটা কোনো নাটকের পর্যায়েই পরে না,5,1,0,0,1,0,Normal_comment,Nonbullying
