comments,likes,Related_to_post,Bsentiment,label
ভাই ন্যায়ের প্রতীক একজন জনপ্রতিনিধি তাঁর মতো রাজনৈতিক প্রতিনিধি সামাজিক উন্নয়নের জন্য সব জেলাতেই দরকার আজকের অরাজক সময়ের পরিস্থিতিতে। অসংখ্য ধন্যবাদ ও অন্তরের অন্তস্তল থেকে শ্রদ্ধা এবং সালাম জানাই,5,1,Normal_comment,Neutral
সাব্বাস ক্যাপ্টেন এগিয়ে যাও বাংলাদেশ আছে তোমার সাথে,1,1,Normal_comment,Neutral
vaiar mto neta bangladesher sob jelay thakle desher obostha ar shrilankar mto hotona,2,1,Normal_comment,Neutral
sabash ostad ! Bangldesh tomake chay imraner mto,0,1,Supportive,Nonbullying
mashrafi vai k allah rohomot korun,0,1,Normal_comment,Nonbullying
ai manush ta k prodhanmontri howar shujug dewa hok,0,1,Normal_comment,Neutral
ekta neta emon howa dorkar . mashrafi neta howar joggota rakhe,0,1,Normal_comment,Neutral
mashrafi vai sob boos chilen achen boos e thakben,1,1,Normal_comment,Nonbullying
"sarajibon valobasa thakbe, ভাই লাভ ইউ",0,1,Supportive,Nonbullying
চমৎকার ভিডিও। khub valo laglo।,2,1,Supportive,Nonbullying
sob kichu mile darun tomar kotha,3,1,Normal_comment,Nonbullying
onabik onabik osadharon lagche,1,1,Supportive,Nonbullying
yah allah apni sobaike bujhar towfik dan korun amin।ভুল  হতেই পারে এটা নিয়ে হাসি ঠাট্টা না করাই ভালো ।,1,1,Normal_comment,Nonbullying
emon vul hole majhe majhe anondo o lage…,0,1,Normal_comment,Neutral
ami haste haste sesh,6,1,Happy,Nonbullying
osomvob k shomvob korte pare ekmatro allahtala,2,1,Normal_comment,Nonbullying
ek kothay osdharon hoiche aita,3,1,Supportive,Nonbullying
khub e moja pailam,0,1,Happy,Nonbullying
"ami onek khushi aj , kichu jinish dekhte pelam",1,1,Happy,Nonbullying
sheshta valoi chile,0,1,Normal_comment,Nonbullying
ভাই love you,1,1,Supportive,Nonbullying
salam ভাই,1,1,Normal_comment,Nonbullying
moja pailam re vai,1,1,Happy,Nonbullying
moja peyechi।,1,1,Happy,Nonbullying
"Allah tumi sohay how , janoartar fashi dewa hok",0,1,Aggressive,Bullying
jonoshomukkhe fashi karjokor kora hok,3,1,Aggressive,Bullying
hottakarike jonoshomukkhe fashi dewa hok,1,1,Aggressive,Bullying
choker pani onek bar atkate chailam kintu parlamna atkate,0,1,Sad,Nonbullying
shite shundor ekti natok upohar dewar jonno dhonnobak..…,4,1,Supportive,Nonbullying
bangla natoker pashe thakar jonno shobaike dhonnobad,1,1,Supportive,Nonbullying
borka gayer mohilar ovhinoy ta darun hoiche,28,1,Supportive,Nonbullying
natok ta dekhe haste haste sesh,13,1,Happy,Nonbullying
onek shundor ekta natok,30,1,Supportive,Nonbullying
natok dekhe haste haste sesh ami,1,1,Happy,Nonbullying
"হাসতে হাসতে পেট ব্যথা হয়ে , natok ta onek sundor",8,1,Happy,Nonbullying
natok to natok e ki ek natok,19,1,Normal_comment,Neutral
depression a thaka manush der k bolchi shamim vai er natok dekhun mon valo hoye jabe,16,1,Normal_comment,Nonbullying
onek sundor hasi paiche natok dekhe,4,1,Happy,Nonbullying
"নাটকটা অনেক সুন্দর, besh hasir natok",1,1,Supportive,Nonbullying
ek kothay osdharon chlo ,5,1,Supportive,Nonbullying
shamim vai apni osdharon lok!!,6,1,Supportive,Nonbullying
haste haste pet betha hoye geche,1,1,Happy,Nonbullying
oi oshadharon ovinoy shamim vai  k dia e shomvob,4,1,Normal_comment,Nonbullying
oenk moja paichi natok ta dekhe।,4,1,Supportive,Nonbullying
oshamajik natok sustho somajer ongsho hote parena।,1,1,Normal_comment,Neutral
amader bangla natok manei binodone vorpur,3,1,Normal_comment,Nonbullying
khub sundor ekta natok,2,1,Supportive,Nonbullying
natok ta ek kothay osadharon,3,1,Supportive,Nonbullying
ah allah dadar kanna shojjo hocchena,61,1,Sad,Nonbullying
ekjon baba mar kache er cheye koshter kichu hoyna,17,1,Sad,Nonbullying
"bortoman juge manush jati gula k bisshash kora day,,,,,",10,1,Normal_comment,Neutral
আলহামদুলিল্লাহ এখনো অনেকটা পথ বাকি ইনশাআল্লাহ কষ্ট হোক ক্লান্ত হয়ে যাব কিন্তু থেমে থাকবো না আল্লাহ ভরসা  ,1,1,Normal_comment,Nonbullying
Valo thakar ovinoyta sotti koster😔,9,1,Sad,Nonbullying
মিথ্যা হাসি দিয়ে বলতে হয় হ্যা আমি অনেক ভালো আছি ,11,1,Normal_comment,Nonbullying
Hmm😅🖐️তার পরেও মুখে একরাশ হাসি নিয়ে বলতে হয় আমি অনেক ভালো আছি💔🫂👀,2,1,Normal_comment,Nonbullying
জিবনে কিছু করতে হলে ক্লান্ত হওয়া জাবে না bro... ,2,1,Normal_comment,Nonbullying
"ইতিহাসের সর্বশ্রেষ্ঠ নিকৃষ্টতম শিক্ষামন্ত্রী,এই নিকৃষ্ট শিক্ষা মন্ত্রী ইসলাম ধ্বংসের চরম ষড়যন্ত্র করে যাচ্ছে।",0,1,Aggressive,Bullying
তারেক জিয়া কোনো খুন করে নাই. কিন্তু আপনার নেত্রী শেখ হাসিনা খুনি ও mother of mafiya. ,3,1,Aggressive,Bullying
মানুষের জানমাল নিয়ে খেললে এবং বিশৃঙ্খলা সৃষ্টি করলে বিএনপির সাথে খেলা হবে। ,1,1,Aggressive,Bullying
কাগজ পএ বই দাম হাতের নাগালে বাহিরে সরকারের কাছে আমার দাবি উন্নয়ন করতে হলে শিক্ষা খাতে উন্নয়ন করতে হবে,0,1,Normal_comment,Nonbullying
Tomi comment Section kn off rakho apo ,0,1,Normal_comment,Neutral
Amader o same obosta 😑 karo tk nai karo family permission dibe na r amra meye gang bole jaytew partechi na... . Ay karo jonno amader jawa hocche na 😤,3,1,Normal_comment,Neutral
Ai situatin ar sikar amra o ,2,1,Normal_comment,Neutral
"Ami nei,, ma bokbe Parmission nai 😂",2,1,Normal_comment,Neutral
Ata holo na porar bahana,3,1,Normal_comment,Neutral
Khub sundor 😌,0,1,Supportive,Nonbullying
Joy Maa Tara ,0,1,Normal_comment,Nonbullying
Khub sundar lekha Sir. ,0,1,Supportive,Nonbullying
Allah borosha kicho hobo nah vaiya apnr inshaallah ,6,1,Supportive,Nonbullying
Sustho hoye otho onek poth chola baki a6eFrom kolkata ,9,1,Normal_comment,Neutral
Ja hobe valo hobe vai onk pray kori❤️,2,1,Supportive,Nonbullying
Duya roilo aponar jonn,0,1,Supportive,Nonbullying
Allah tumk sustho korben in Sha Allah 🥺🥺,1,1,Supportive,Nonbullying
n sha allah viyaaa Onk.onk dowa valobasa roilo🥰❤️,2,1,Supportive,Nonbullying
Allah borosa 😔,0,1,Supportive,Nonbullying
bhai Apni Akdom tension niben na amra shobai apner pashy asy allahor opor borsha rakhen r bhoy paben na ,1,1,Supportive,Nonbullying
Tumar jonno onek doua ar valobasha,0,1,Supportive,Nonbullying
Fi amanillah.. Abr fire ashbn vai amdr maje.. Apnk ashtei hobe Afridi vai. Pary for you.. ❤️,14,1,Supportive,Nonbullying
Allah apnk susthota dan koruk apni jeno abr sadharon manus er pase darate paren doya roilo🤲,1,1,Supportive,Nonbullying
Best of luck vaii khuv taratari sustho hoye otho ❤❤,1,1,Supportive,Nonbullying
Kicchu hobe na tomar ...🙂,0,1,Normal_comment,Neutral
"Mone vorosa rakho,,🖤",0,1,Supportive,Nonbullying
Allah obossoi valo kichui likhe rekhechen 💙 Best of luck ,0,1,Supportive,Nonbullying
Doua kori inshallah apni shushtho hoye sov somoy amader majhe thakban apnar jonno onek doua ar valo basha❤️,1,1,Supportive,Nonbullying
Masha Allah.. Apnar o Show off er jonno onek Valobasha o shuvo kamona roilo.…,4,1,Supportive,Nonbullying
Comment গুলা এতো আসতাগফিরুল্লাহ কেনো,0,1,Normal_comment,Neutral
just chillay heshe dichi 😆 ekdom uchit hoiche 😆😆,1,1,Happy,Nonbullying
অন্যের উপরে প্রাংক করলে কেমন লাগে এবার বুঝছে বেচারা। Thank you Siam vai 🫡,1,1,Supportive,Nonbullying
Personally ami apnake khub valo kore chini bhai..... take love 🥰🥀,1,1,Supportive,Nonbullying
Hagl der akta movie o dakhini baler hero baler heroin,0,1,Aggressive,Bullying
Ononto jolil sir khub sadharon sohoj sorol  manush. Ato pachal ar dorkar nae..,0,1,Normal_comment,Neutral
"Ato paro bolaito tumi YouTuber, He is a Businessman!",0,1,Normal_comment,Neutral
Comment gulo dekhlei bojha jay je ai video post korse takei sobai dhuye dise😄😄😄,0,1,Normal_comment,Neutral
Apnara jara   onar kotar  vul doresen    ..  Ata tik koren nai...  Onek somoy  ansoolikotar karone amn suna jay..  Tasara uni london teke boro hoyese unar vul  doren ki vabe…,0,1,Normal_comment,Neutral
